centreID,staffID,assignmentDate,workingHour,dutyRole
C90794,N99415,23/11/2018,night shift(2100-0500),vaccinator
C33463,N00997,8/7/2018,morning shift(0500-1300),vaccinator
C00960,D02092,1/11/2018,morning shift(0500-1300),condition monitoring
C65811,D38712,19/1/2021,night shift(2100-0500),coordinator
C96657,D59758,12/7/2018,night shift(2100-0500),coordinator
C57533,N84761,4/3/2020,night shift(2100-0500),examiner
C73148,D72386,12/2/2021,morning shift(0500-1300),condition monitoring
C77741,N53019,9/3/2019,morning shift(0500-1300),vaccinator
C63521,N10593,7/6/2021,night shift(2100-0500),tester
C75072,D86439,7/7/2021,morning shift(0500-1300),coordinator
C44256,N00342,3/1/2020,morning shift(0500-1300),examiner
C28348,N76290,17/8/2018,morning shift(0500-1300),examiner
C94724,N59752,31/3/2019,morning shift(0500-1300),care taker
C94075,N44145,30/9/2019,morning shift(0500-1300),vaccinator
C95781,D43493,11/7/2020,afternoon shift(1300-2100),condition monitoring
C08426,N61033,24/11/2020,night shift(2100-0500),tester
C62299,D95007,14/8/2019,afternoon shift(1300-2100),condition monitoring
C34648,D04747,9/7/2019,afternoon shift(1300-2100),condition monitoring
C32447,N35319,16/5/2021,night shift(2100-0500),examiner
C43228,N27965,15/12/2018,night shift(2100-0500),examiner
C80123,N13654,14/5/2020,afternoon shift(1300-2100),care taker
C27022,N85966,20/6/2021,morning shift(0500-1300),care taker
C17418,N64450,14/7/2021,afternoon shift(1300-2100),tester
C37581,N36339,27/10/2019,morning shift(0500-1300),tester
C33733,N49025,19/2/2019,afternoon shift(1300-2100),vaccinator
C09157,N15398,23/6/2018,night shift(2100-0500),tester
C07739,N50816,8/8/2020,morning shift(0500-1300),tester
C19149,N00100,25/9/2020,night shift(2100-0500),examiner
C34341,N79909,29/7/2020,night shift(2100-0500),vaccinator
C38573,D52178,13/9/2020,morning shift(0500-1300),condition monitoring
C21883,N56356,24/10/2018,night shift(2100-0500),tester
C80674,N18034,13/11/2020,afternoon shift(1300-2100),vaccinator
C73062,N37708,18/7/2021,afternoon shift(1300-2100),vaccinator
C38789,N22006,14/1/2020,night shift(2100-0500),examiner
C34151,D10463,27/11/2020,morning shift(0500-1300),coordinator
C89400,N52203,19/7/2020,morning shift(0500-1300),care taker
C97873,N32541,18/10/2019,afternoon shift(1300-2100),examiner
C55995,D02165,17/2/2020,night shift(2100-0500),coordinator
C16057,N86869,11/8/2019,morning shift(0500-1300),care taker
C30323,D54443,29/9/2018,afternoon shift(1300-2100),condition monitoring
C90794,N86598,15/12/2018,morning shift(0500-1300),care taker
C33463,N38342,6/11/2019,night shift(2100-0500),tester
C00960,N53055,25/3/2019,afternoon shift(1300-2100),tester
C65811,N48515,16/12/2019,morning shift(0500-1300),examiner
C96657,D63155,2/2/2019,night shift(2100-0500),condition monitoring
C57533,D50896,29/4/2020,night shift(2100-0500),condition monitoring
C73148,N46557,2/7/2020,night shift(2100-0500),care taker
C77741,N62210,8/12/2018,night shift(2100-0500),care taker
C63521,N71187,23/10/2019,morning shift(0500-1300),care taker
C75072,N61572,31/8/2020,morning shift(0500-1300),examiner
C44256,N42877,20/7/2018,afternoon shift(1300-2100),examiner
C28348,N17791,1/1/2021,morning shift(0500-1300),examiner
C94724,N32367,8/8/2020,afternoon shift(1300-2100),vaccinator
C94075,N62397,16/2/2019,afternoon shift(1300-2100),examiner
C95781,N28853,26/1/2019,night shift(2100-0500),examiner
C08426,N45297,18/7/2020,morning shift(0500-1300),vaccinator
C62299,D61003,23/1/2020,afternoon shift(1300-2100),coordinator
C34648,N79553,18/2/2020,night shift(2100-0500),vaccinator
C32447,D47851,22/7/2021,morning shift(0500-1300),coordinator
C43228,D89907,28/12/2020,afternoon shift(1300-2100),coordinator
C80123,N07723,21/9/2019,night shift(2100-0500),vaccinator
C27022,N96460,25/1/2020,night shift(2100-0500),vaccinator
C17418,N07578,15/8/2020,afternoon shift(1300-2100),care taker
C37581,N81148,17/11/2019,morning shift(0500-1300),tester
C33733,N06478,12/9/2018,morning shift(0500-1300),examiner
C09157,N34196,18/1/2019,morning shift(0500-1300),vaccinator
C07739,D89761,10/7/2019,morning shift(0500-1300),condition monitoring
C19149,N32330,19/7/2020,afternoon shift(1300-2100),care taker
C34341,N18408,29/8/2019,morning shift(0500-1300),examiner
C38573,N81717,11/7/2018,afternoon shift(1300-2100),vaccinator
C21883,N94870,25/5/2020,morning shift(0500-1300),care taker
C80674,N53665,5/10/2019,morning shift(0500-1300),vaccinator
C73062,N89098,2/4/2020,morning shift(0500-1300),examiner
C38789,N91488,1/4/2019,morning shift(0500-1300),tester
C34151,N29623,14/12/2019,night shift(2100-0500),examiner
C89400,D60762,13/8/2018,night shift(2100-0500),coordinator
C97873,N73537,13/1/2021,afternoon shift(1300-2100),care taker
C55995,D14328,29/3/2020,morning shift(0500-1300),coordinator
C16057,N89035,11/10/2020,night shift(2100-0500),examiner
C30323,N68829,17/1/2019,night shift(2100-0500),care taker
C90794,N20354,9/1/2021,morning shift(0500-1300),examiner
C33463,N73259,6/6/2021,night shift(2100-0500),tester
C00960,N85953,14/11/2018,morning shift(0500-1300),care taker
C65811,N36593,20/3/2020,morning shift(0500-1300),vaccinator
C96657,N07728,27/9/2020,afternoon shift(1300-2100),examiner
C57533,N12382,29/1/2019,morning shift(0500-1300),tester
C73148,N57186,5/9/2018,afternoon shift(1300-2100),vaccinator
C77741,D70971,1/12/2020,morning shift(0500-1300),condition monitoring
C63521,N25112,10/7/2021,morning shift(0500-1300),tester
C75072,N35566,1/9/2019,afternoon shift(1300-2100),examiner
C44256,D78906,26/4/2019,night shift(2100-0500),condition monitoring
C28348,N38347,12/6/2018,morning shift(0500-1300),examiner
C94724,N91300,31/1/2019,morning shift(0500-1300),care taker
C94075,N53189,27/12/2018,morning shift(0500-1300),examiner
C95781,N32176,23/9/2020,night shift(2100-0500),tester
C08426,N70310,24/7/2019,afternoon shift(1300-2100),care taker
C62299,N91184,27/1/2019,night shift(2100-0500),vaccinator
C34648,N02334,4/11/2020,night shift(2100-0500),vaccinator
C32447,D97949,3/6/2020,afternoon shift(1300-2100),coordinator
C43228,N70421,18/2/2019,afternoon shift(1300-2100),care taker
C80123,D08615,18/7/2020,night shift(2100-0500),coordinator
C27022,N89364,7/10/2018,morning shift(0500-1300),vaccinator
C17418,D61997,2/10/2020,night shift(2100-0500),coordinator
C37581,N30251,18/1/2021,night shift(2100-0500),tester
C33733,D99731,31/5/2019,night shift(2100-0500),coordinator
C09157,N50487,21/4/2019,afternoon shift(1300-2100),care taker
C07739,N14584,29/5/2020,morning shift(0500-1300),care taker
C19149,N53349,21/3/2020,morning shift(0500-1300),tester
C34341,N34521,21/9/2020,night shift(2100-0500),tester
C38573,N29787,29/4/2021,morning shift(0500-1300),vaccinator
C21883,N63668,19/6/2021,morning shift(0500-1300),vaccinator
C80674,D61387,29/11/2018,night shift(2100-0500),condition monitoring
C73062,D41652,29/8/2018,afternoon shift(1300-2100),condition monitoring
C38789,N52344,2/8/2019,night shift(2100-0500),tester
C34151,D27490,3/7/2018,morning shift(0500-1300),coordinator
C89400,N26508,27/7/2021,night shift(2100-0500),vaccinator
C97873,N95528,17/2/2021,afternoon shift(1300-2100),care taker
C55995,N74670,31/3/2020,afternoon shift(1300-2100),care taker
C16057,N58925,2/10/2019,morning shift(0500-1300),tester
C30323,D42083,16/5/2019,night shift(2100-0500),condition monitoring
C90794,N15376,29/4/2021,afternoon shift(1300-2100),care taker
C33463,N91404,25/10/2019,afternoon shift(1300-2100),examiner
C00960,D75348,22/3/2020,morning shift(0500-1300),condition monitoring
C65811,N37291,26/1/2019,night shift(2100-0500),tester
C96657,N87800,20/9/2018,morning shift(0500-1300),examiner
C57533,D98561,7/10/2020,afternoon shift(1300-2100),coordinator
C73148,N50695,26/6/2020,afternoon shift(1300-2100),tester
C77741,N92301,3/5/2020,night shift(2100-0500),tester
C63521,N58013,14/4/2019,afternoon shift(1300-2100),care taker
C75072,N29488,15/12/2018,night shift(2100-0500),examiner
C44256,N75248,26/7/2020,afternoon shift(1300-2100),examiner
C28348,D28904,22/7/2018,afternoon shift(1300-2100),condition monitoring
C94724,N11416,16/3/2019,morning shift(0500-1300),vaccinator
C94075,N07980,2/11/2019,morning shift(0500-1300),examiner
C95781,N83724,4/2/2021,afternoon shift(1300-2100),vaccinator
C08426,N94564,4/8/2019,morning shift(0500-1300),tester
C62299,N75302,27/10/2020,night shift(2100-0500),vaccinator
C34648,N94323,6/1/2020,night shift(2100-0500),vaccinator
C32447,N93942,28/8/2018,morning shift(0500-1300),care taker
C43228,N85937,24/12/2020,night shift(2100-0500),tester
C80123,N14760,1/12/2020,morning shift(0500-1300),care taker
C27022,N11358,11/5/2019,afternoon shift(1300-2100),vaccinator
C17418,N04113,5/7/2019,night shift(2100-0500),care taker
C37581,N74564,28/6/2018,afternoon shift(1300-2100),vaccinator
C33733,D03301,2/9/2019,morning shift(0500-1300),condition monitoring
C09157,N83698,26/11/2020,afternoon shift(1300-2100),vaccinator
C07739,N73170,2/7/2020,morning shift(0500-1300),care taker
C19149,D26442,12/7/2019,morning shift(0500-1300),coordinator
C34341,N82616,15/2/2021,night shift(2100-0500),examiner
C38573,N90295,15/3/2020,night shift(2100-0500),examiner
C21883,N80201,14/5/2019,morning shift(0500-1300),vaccinator
C80674,D47154,4/11/2020,afternoon shift(1300-2100),condition monitoring
C73062,N42652,30/5/2020,afternoon shift(1300-2100),tester
C38789,N08587,23/12/2018,night shift(2100-0500),vaccinator
C34151,N51293,30/12/2019,morning shift(0500-1300),care taker
C89400,D53961,27/5/2021,morning shift(0500-1300),condition monitoring
C97873,N49811,9/11/2020,afternoon shift(1300-2100),vaccinator
C55995,D01625,12/3/2019,afternoon shift(1300-2100),coordinator
C16057,N03914,26/1/2019,afternoon shift(1300-2100),examiner
C30323,N90844,8/4/2020,morning shift(0500-1300),vaccinator
C90794,N25081,13/2/2019,night shift(2100-0500),care taker
C33463,D32904,30/10/2018,afternoon shift(1300-2100),coordinator
C00960,N85026,26/12/2020,afternoon shift(1300-2100),vaccinator
C65811,N12187,6/4/2019,night shift(2100-0500),vaccinator
C96657,N05697,10/7/2021,night shift(2100-0500),examiner
C57533,N30939,29/2/2020,night shift(2100-0500),vaccinator
C73148,D35363,5/8/2020,night shift(2100-0500),condition monitoring
C77741,N88225,10/2/2020,morning shift(0500-1300),care taker
C63521,D19145,2/6/2021,morning shift(0500-1300),coordinator
C75072,N47793,10/10/2019,morning shift(0500-1300),examiner
C44256,N74331,14/2/2021,night shift(2100-0500),examiner
C28348,N17971,23/11/2019,night shift(2100-0500),care taker
C94724,N23275,20/4/2020,morning shift(0500-1300),tester
C94075,N25632,3/8/2021,night shift(2100-0500),vaccinator
C95781,N87667,30/7/2019,night shift(2100-0500),examiner
C08426,N49698,20/11/2019,afternoon shift(1300-2100),examiner
C62299,N67036,1/2/2020,night shift(2100-0500),examiner
C34648,N73002,14/11/2019,night shift(2100-0500),examiner
C32447,N49544,3/10/2020,afternoon shift(1300-2100),examiner
C43228,D97950,28/2/2020,afternoon shift(1300-2100),condition monitoring
C80123,N97126,26/3/2020,afternoon shift(1300-2100),vaccinator
C27022,N84351,7/7/2021,morning shift(0500-1300),vaccinator
C17418,N89587,1/6/2019,afternoon shift(1300-2100),care taker
C37581,N59595,28/8/2018,night shift(2100-0500),tester
C33733,N63943,13/6/2021,morning shift(0500-1300),examiner
C09157,N84802,26/6/2021,night shift(2100-0500),examiner
C07739,D20699,24/2/2020,afternoon shift(1300-2100),coordinator
C19149,N35934,1/11/2019,night shift(2100-0500),tester
C34341,N81856,31/7/2019,night shift(2100-0500),vaccinator
C38573,N30996,18/3/2020,night shift(2100-0500),care taker
C21883,N08633,6/7/2021,night shift(2100-0500),examiner
C80674,N24118,5/1/2021,night shift(2100-0500),care taker
C73062,D72446,6/6/2020,night shift(2100-0500),coordinator
C38789,N48237,12/11/2018,night shift(2100-0500),care taker
C34151,N65089,27/1/2021,morning shift(0500-1300),examiner
C89400,N58735,22/7/2018,night shift(2100-0500),care taker
C97873,N73434,5/9/2019,morning shift(0500-1300),tester
C55995,D47153,18/3/2021,morning shift(0500-1300),coordinator
C16057,D31772,12/6/2019,morning shift(0500-1300),coordinator
C30323,N05740,27/8/2019,morning shift(0500-1300),tester
C90794,N73978,30/9/2018,morning shift(0500-1300),care taker
C33463,N07974,20/3/2020,morning shift(0500-1300),care taker
C00960,N57349,26/12/2019,night shift(2100-0500),vaccinator
C65811,N48535,2/1/2019,morning shift(0500-1300),vaccinator
C96657,N72772,5/5/2021,afternoon shift(1300-2100),tester
C57533,N74448,4/12/2018,night shift(2100-0500),examiner
C73148,N35357,11/8/2020,night shift(2100-0500),care taker
C77741,N59426,21/6/2021,morning shift(0500-1300),examiner
C63521,N13721,31/7/2021,morning shift(0500-1300),tester
C75072,D79848,30/1/2019,night shift(2100-0500),coordinator
C44256,N11239,2/1/2021,morning shift(0500-1300),examiner
C28348,D78358,24/4/2021,afternoon shift(1300-2100),coordinator
C94724,N21273,2/5/2021,night shift(2100-0500),vaccinator
C94075,N42553,22/10/2020,night shift(2100-0500),examiner
C95781,N72003,28/7/2018,morning shift(0500-1300),care taker
C08426,N48209,9/11/2018,afternoon shift(1300-2100),tester
C62299,N35652,11/3/2020,afternoon shift(1300-2100),care taker
C34648,N66907,24/1/2019,morning shift(0500-1300),care taker
C32447,D70350,1/5/2019,morning shift(0500-1300),coordinator
C43228,N44355,16/1/2020,morning shift(0500-1300),examiner
C80123,N11444,28/9/2019,morning shift(0500-1300),vaccinator
C27022,N86013,21/7/2020,afternoon shift(1300-2100),tester
C17418,N55487,28/5/2020,morning shift(0500-1300),care taker
C37581,N31664,18/6/2018,afternoon shift(1300-2100),examiner
C33733,N03446,15/2/2021,afternoon shift(1300-2100),tester
C09157,N90753,1/6/2021,night shift(2100-0500),vaccinator
C07739,D64542,24/6/2019,afternoon shift(1300-2100),coordinator
C19149,N75886,26/12/2018,night shift(2100-0500),care taker
C34341,N38481,13/11/2019,afternoon shift(1300-2100),tester
C38573,N40114,24/7/2021,afternoon shift(1300-2100),examiner
C21883,N35847,22/7/2019,afternoon shift(1300-2100),care taker
C80674,D78438,30/7/2020,afternoon shift(1300-2100),condition monitoring
C73062,D79779,5/1/2021,afternoon shift(1300-2100),coordinator
C38789,N03266,5/8/2019,afternoon shift(1300-2100),tester
C34151,N46967,29/11/2020,night shift(2100-0500),tester
C89400,N52896,12/5/2020,afternoon shift(1300-2100),care taker
C97873,D98837,11/5/2021,afternoon shift(1300-2100),coordinator
C55995,N42457,2/6/2020,morning shift(0500-1300),examiner
C16057,N99491,22/12/2020,morning shift(0500-1300),care taker
C30323,N19803,6/3/2019,afternoon shift(1300-2100),examiner
C90794,N92507,5/10/2020,morning shift(0500-1300),examiner
C33463,N65530,5/9/2019,night shift(2100-0500),care taker
C00960,N63682,9/5/2021,morning shift(0500-1300),examiner
C65811,N73913,15/2/2020,morning shift(0500-1300),care taker
C96657,D67875,30/6/2018,afternoon shift(1300-2100),coordinator
C57533,N42896,3/11/2018,night shift(2100-0500),examiner
C73148,N96061,11/3/2019,morning shift(0500-1300),vaccinator
C77741,D54777,13/12/2019,night shift(2100-0500),condition monitoring
C63521,D66094,30/12/2019,morning shift(0500-1300),coordinator
C75072,N41060,23/4/2020,night shift(2100-0500),vaccinator
C44256,N53450,1/11/2019,night shift(2100-0500),vaccinator
C28348,N85718,7/3/2021,morning shift(0500-1300),tester
C94724,D46054,21/5/2020,afternoon shift(1300-2100),coordinator
C94075,N61149,29/8/2020,afternoon shift(1300-2100),examiner
C95781,N35971,19/3/2021,night shift(2100-0500),vaccinator
C08426,N58180,22/11/2018,afternoon shift(1300-2100),care taker
C62299,N29954,24/7/2019,night shift(2100-0500),vaccinator
C34648,N18151,30/12/2018,morning shift(0500-1300),care taker
C32447,D61569,1/9/2018,afternoon shift(1300-2100),coordinator
C43228,N97018,20/11/2020,night shift(2100-0500),tester
C80123,N65263,23/6/2021,morning shift(0500-1300),vaccinator
C27022,N23832,5/4/2019,night shift(2100-0500),examiner
C17418,N53623,26/3/2020,night shift(2100-0500),care taker
C37581,N94997,25/3/2020,night shift(2100-0500),care taker
C33733,N41989,30/10/2020,night shift(2100-0500),tester
C09157,N14117,23/6/2019,night shift(2100-0500),examiner
C07739,N53550,8/6/2019,afternoon shift(1300-2100),care taker
C19149,D30905,29/8/2020,night shift(2100-0500),condition monitoring
C34341,N82718,31/10/2018,morning shift(0500-1300),tester
C38573,D36555,19/9/2019,morning shift(0500-1300),condition monitoring
C21883,N23836,2/10/2019,night shift(2100-0500),vaccinator
C80674,N24975,31/1/2021,morning shift(0500-1300),care taker
C73062,N89199,11/1/2020,morning shift(0500-1300),examiner
C38789,N64992,11/6/2019,night shift(2100-0500),examiner
C34151,N50545,22/11/2020,morning shift(0500-1300),tester
C89400,N22638,8/6/2021,afternoon shift(1300-2100),tester
C97873,D60538,8/7/2019,night shift(2100-0500),condition monitoring
C55995,N49802,27/3/2019,morning shift(0500-1300),tester
C16057,D87239,31/8/2019,night shift(2100-0500),coordinator
C30323,N85936,27/8/2020,morning shift(0500-1300),examiner
C90794,N12940,28/7/2021,morning shift(0500-1300),tester
C33463,N29733,19/2/2019,afternoon shift(1300-2100),care taker
C00960,D25886,8/3/2019,morning shift(0500-1300),condition monitoring
C65811,N52225,27/11/2018,morning shift(0500-1300),tester
C96657,N49856,16/2/2021,afternoon shift(1300-2100),care taker
C57533,N03217,1/10/2018,night shift(2100-0500),tester
C73148,D83978,9/2/2019,night shift(2100-0500),coordinator
C77741,N62136,2/4/2019,night shift(2100-0500),care taker
C63521,N80553,30/6/2019,afternoon shift(1300-2100),vaccinator
C75072,N88481,28/9/2020,morning shift(0500-1300),examiner
C44256,D25646,15/1/2019,night shift(2100-0500),coordinator
C28348,N56273,11/10/2018,morning shift(0500-1300),vaccinator
C94724,D39895,9/2/2019,afternoon shift(1300-2100),condition monitoring
C94075,N19143,10/12/2020,morning shift(0500-1300),examiner
C95781,D25642,10/2/2021,morning shift(0500-1300),condition monitoring
C08426,N36215,3/5/2021,morning shift(0500-1300),examiner
C62299,N57641,24/7/2018,afternoon shift(1300-2100),care taker
C34648,N07477,23/11/2018,afternoon shift(1300-2100),examiner
C32447,D19564,13/7/2021,night shift(2100-0500),coordinator
C43228,N01282,24/4/2020,night shift(2100-0500),care taker
C80123,N37205,23/3/2021,morning shift(0500-1300),tester
C27022,D36138,22/2/2021,afternoon shift(1300-2100),coordinator
C17418,D70705,20/1/2021,night shift(2100-0500),condition monitoring
C37581,D69894,17/1/2019,morning shift(0500-1300),condition monitoring
C33733,N32985,27/10/2020,morning shift(0500-1300),vaccinator
C09157,N57286,23/5/2019,morning shift(0500-1300),tester
C07739,N15601,7/2/2019,afternoon shift(1300-2100),vaccinator
C19149,N51893,22/10/2019,afternoon shift(1300-2100),tester
C34341,N71712,28/2/2020,night shift(2100-0500),tester
C38573,N71258,27/7/2018,afternoon shift(1300-2100),vaccinator
C21883,N07852,10/3/2020,afternoon shift(1300-2100),care taker
C80674,D87332,1/12/2020,morning shift(0500-1300),coordinator
C73062,D54744,10/2/2019,afternoon shift(1300-2100),condition monitoring
C38789,N06662,4/6/2020,night shift(2100-0500),care taker
C34151,N80191,3/5/2019,morning shift(0500-1300),vaccinator
C89400,D81214,30/3/2020,morning shift(0500-1300),coordinator
C97873,D13722,16/6/2019,afternoon shift(1300-2100),condition monitoring
C55995,N45721,4/7/2018,afternoon shift(1300-2100),vaccinator
C16057,N10209,4/4/2020,morning shift(0500-1300),care taker
C30323,D56441,24/7/2021,afternoon shift(1300-2100),coordinator
C90794,D79580,26/9/2020,night shift(2100-0500),condition monitoring
C33463,D08965,29/1/2020,night shift(2100-0500),coordinator
C00960,N82644,20/6/2018,afternoon shift(1300-2100),tester
C65811,N86402,29/5/2021,afternoon shift(1300-2100),vaccinator
C96657,N45248,19/2/2020,night shift(2100-0500),care taker
C57533,N20753,5/11/2018,afternoon shift(1300-2100),tester
C73148,N81500,16/7/2020,morning shift(0500-1300),examiner
C77741,D42301,21/7/2018,morning shift(0500-1300),coordinator
C63521,N59232,11/7/2018,afternoon shift(1300-2100),tester
C75072,N76584,21/6/2020,morning shift(0500-1300),examiner
C44256,N73714,10/7/2021,afternoon shift(1300-2100),care taker
C28348,N51848,14/8/2019,night shift(2100-0500),care taker
C94724,N60538,21/7/2020,morning shift(0500-1300),tester
C94075,N55878,10/8/2020,night shift(2100-0500),care taker
C95781,N02418,21/8/2019,night shift(2100-0500),tester
C08426,N47466,20/5/2019,afternoon shift(1300-2100),care taker
C62299,N81776,5/8/2018,morning shift(0500-1300),examiner
C34648,D26405,28/5/2020,afternoon shift(1300-2100),coordinator
C32447,N32566,16/12/2018,afternoon shift(1300-2100),tester
C43228,N18407,24/3/2019,morning shift(0500-1300),tester
C80123,N32762,15/12/2019,afternoon shift(1300-2100),tester
C27022,D43058,16/10/2020,morning shift(0500-1300),coordinator
C17418,N38266,13/11/2019,morning shift(0500-1300),examiner
C37581,D08454,18/9/2018,night shift(2100-0500),condition monitoring
C33733,N21391,14/4/2021,morning shift(0500-1300),tester
C09157,N61830,15/2/2019,morning shift(0500-1300),examiner
C07739,N79996,29/1/2019,night shift(2100-0500),vaccinator
C19149,N77377,8/3/2019,afternoon shift(1300-2100),vaccinator
C34341,N77610,6/7/2021,morning shift(0500-1300),examiner
C38573,N52240,13/7/2019,night shift(2100-0500),care taker
C21883,D80755,11/2/2019,morning shift(0500-1300),coordinator
C80674,N33119,31/7/2019,afternoon shift(1300-2100),examiner
C73062,D14179,17/2/2021,night shift(2100-0500),coordinator
C38789,D96219,16/6/2021,morning shift(0500-1300),condition monitoring
C34151,N89411,27/8/2019,morning shift(0500-1300),vaccinator
C89400,N41323,21/12/2019,morning shift(0500-1300),care taker
C97873,N75894,30/6/2019,night shift(2100-0500),examiner
C55995,D13400,6/1/2021,afternoon shift(1300-2100),coordinator
C16057,N39705,1/12/2019,night shift(2100-0500),vaccinator
